MRP - PO Suggestion
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Purch.doc.|Item|Vendor|Vendor Name                        |Material         |      Quantity|Deliv.date|Material description                    |Plnt|Exception message        |Excep.msg.             |Curr.|      Net price|OPUn|   GR Qty.|ABC|PDT|SafetyTime|GRT|IPT|Ship Date |PGr|Purch. gp.       |Item text                               |Del. text|PO creatio|ETD.Seq.nu|ETD       |Confirmed.|Invoice|Last chang|User name|ETD Status|ETD Status Text       |
|4800019311|  90|MAC171|ASUSTEK COMPUTER INC               |07004-00030300   |    4,000.000 |09/11/2023|SCHOTTKY BAT54CTB SOT-523               |271B|Reschedule out (11/01/23)|                       |USD  |      0.014700 |PC  |    0.000 |   |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 100|MAC171|ASUSTEK COMPUTER INC               |07004-01250000   |    3,000.000 |09/11/2023|SCHOTTKY KDZVTR30B                      |271B|Cancel process           |                       |USD  |      0.045000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 110|MAC171|ASUSTEK COMPUTER INC               |07005-00660200   |    8,000.000 |09/11/2023|N-MOSFET PJX138K_R1_00001//PANJIT SOT   |271B|Reschedule out (10/01/23)|                       |USD  |      0.016700 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 120|MAC171|ASUSTEK COMPUTER INC               |07009-00113600   |    3,000.000 |09/11/2023|XTAL 32.768KHZ 12.5PF 20PPM SEIKO Q-SC32|271B|Reschedule out (10/01/23)|                       |USD  |      0.084000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 130|MAC171|ASUSTEK COMPUTER INC               |07024-01153500   |    3,000.000 |09/11/2023|TVS ARRAY 5V/1.05PF SOT23-6L//UPI/UT252Z|271B|Reschedule out (11/01/23)|                       |USD  |      0.018900 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 140|MAC171|ASUSTEK COMPUTER INC               |07024-01950200   |    3,000.000 |09/11/2023|TVS 1.5V 0.29PF DFN2510-10L IPU UT148AAD|271B|Reschedule out (10/01/23)|                       |USD  |      0.020500 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 150|MAC171|ASUSTEK COMPUTER INC               |07G001001131     |    5,000.000 |09/11/2023|DIODE 1N4148WS-L SOD-323//PANJIT        |271B|Cancel process           |                       |USD  |      0.005670 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 160|MAC171|ASUSTEK COMPUTER INC               |07G004068011     |    6,000.000 |09/11/2023|SCHOTTKY BAT54AW-L     SOT-323          |271B|Reschedule out (10/01/23)|                       |USD  |      0.005900 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 170|MAC171|ASUSTEK COMPUTER INC               |07G004069020     |    3,000.000 |09/11/2023|SCHOTTKY BAT54CW-L SOT323               |271B|Reschedule out (10/01/23)|                       |USD  |      0.005340 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 180|MAC171|ASUSTEK COMPUTER INC               |07G005000B12     |    3,000.000 |09/11/2023|N-MOSFET 2N7002K SOT-23 PANJIT          |271B|Reschedule out (11/01/23)|                       |USD  |      0.005750 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 190|MAC171|ASUSTEK COMPUTER INC               |07G005607011     |    8,000.000 |09/11/2023|N-MOSFET EM6K1-G-T2R EMT6//ROHM         |271B|Reschedule in (08/05/23) |                       |USD  |      0.014900 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 200|MAC171|ASUSTEK COMPUTER INC               |07G005C86010     |    3,000.000 |09/11/2023|N-MOSFET PJ4N3KDW SOT363//PANJIT        |271B|Reschedule out (11/01/23)|                       |USD  |      0.012900 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 210|MAC171|ASUSTEK COMPUTER INC               |08202-11039100   |      600.000 |09/11/2023|E410MA_MAIN_BOARD R5.1                  |271B|Cancel process           |                       |USD  |      2.222600 |PC  |    0.000 |   |90 |        14| 0 | 0 |05/30/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 220|MAC171|ASUSTEK COMPUTER INC               |09002-00130300   |    4,000.000 |09/11/2023|FERRITE BEAD (0603) 120OHM/3A//TAI-TECH |271B|Reschedule out (11/01/23)|                       |USD  |      0.001550 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 230|MAC171|ASUSTEK COMPUTER INC               |09016-00015900   |    2,000.000 |09/11/2023|POWER INDUCTOR 1.0UH 12A 20%  CYNTEC PEU|271B|Reschedule out (10/01/23)|                       |USD  |      0.053600 |PC  |    0.000 |   |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 240|MAC171|ASUSTEK COMPUTER INC               |09016-00073400   |    2,000.000 |09/11/2023|POWER INDUCTOR 2.2UH/10.0A 20%//CYNTEC  |271B|Reschedule out (10/01/23)|                       |USD  |      0.095700 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 250|MAC171|ASUSTEK COMPUTER INC               |09016-00073500   |    1,000.000 |09/11/2023|POWER INDUCTOR 2.2UH/6.5A 20%           |271B|Reschedule out (11/01/23)|                       |USD  |      0.117000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 260|MAC171|ASUSTEK COMPUTER INC               |09016-00280200   |    1,000.000 |09/11/2023|POWER INDUCTOR 0.24UH35A 20% CYNTECPEUE0|271B|Reschedule out (10/01/23)|                       |USD  |      0.094000 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 270|MAC171|ASUSTEK COMPUTER INC               |10301-00011000   |   10,000.000 |09/11/2023|RES A 36 OHM (0402) 5% 4R8P//TA-I       |271B|Cancel process           |                       |USD  |      0.001470 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 280|MAC171|ASUSTEK COMPUTER INC               |10G211100217020  |   20,000.000 |09/11/2023|RES 10K OHM 1/20W (0201) 1%             |271B|                         |                       |USD  |      0.000290 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 290|MAC171|ASUSTEK COMPUTER INC               |10G212000004020  |   30,000.000 |09/11/2023|RES 0 OHM 1 16W 0402 JUMP 5%            |271B|Cancel process           |                       |USD  |      0.000190 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 300|MAC171|ASUSTEK COMPUTER INC               |10G212100014010  |   10,000.000 |09/11/2023|RES 100 OHM 1/16W (0402) 1%             |271B|Reschedule in (09/02/23) |                       |USD  |      0.000210 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 310|MAC171|ASUSTEK COMPUTER INC               |10G212100114010  |   20,000.000 |09/11/2023|RES 1K OHM 1/16W(0402)1%                |271B|Reschedule in (09/10/23) |                       |USD  |      0.000210 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 320|MAC171|ASUSTEK COMPUTER INC               |10G212100214010  |   40,000.000 |09/11/2023|RES 10K OHM 1/16W(0402)1%               |271B|Reschedule out (10/01/23)|                       |USD  |      0.000210 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 330|MAC171|ASUSTEK COMPUTER INC               |10G212100314010  |   40,000.000 |09/11/2023|RES 100K OHM 1/16W (0402) 1%            |271B|Reschedule out (11/01/23)|                       |USD  |      0.000210 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 340|MAC171|ASUSTEK COMPUTER INC               |10G212100414010  |   10,000.000 |09/11/2023|RES 1M OHM 1/16W(0402)1%                |271B|Reschedule out (10/01/23)|                       |USD  |      0.000230 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 350|MAC171|ASUSTEK COMPUTER INC               |10G212120214010  |   10,000.000 |09/11/2023|RES 12K OHM 1/16W (0402) 1%             |271B|Reschedule out (10/01/23)|                       |USD  |      0.000310 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 360|MAC171|ASUSTEK COMPUTER INC               |10G212178214070  |   10,000.000 |09/11/2023|RES 17.8K OHM 1/16W (0402) 1prc         |271B|Reschedule out (10/01/23)|                       |USD  |      0.001000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 370|MAC171|ASUSTEK COMPUTER INC               |10G212200314010  |   10,000.000 |09/11/2023|RES 200K OHM 1/16W (0402) 1%            |271B|Reschedule in (08/05/23) |                       |USD  |      0.000220 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 380|MAC171|ASUSTEK COMPUTER INC               |10G212220114010  |   10,000.000 |09/11/2023|RES 2.2K OHM 1/16W (0402) 1%            |271B|Reschedule in (09/10/23) |                       |USD  |      0.000210 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 390|MAC171|ASUSTEK COMPUTER INC               |10G212470014010  |   10,000.000 |09/11/2023|RES 470 OHM 1 16W 0402 1%               |271B|Reschedule out (12/01/23)|                       |USD  |      0.000210 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 400|MAC171|ASUSTEK COMPUTER INC               |10G212470114010  |   10,000.000 |09/11/2023|RES 4.7K OHM 1/16W(0402) 1%             |271B|Reschedule out (12/01/23)|                       |USD  |      0.000210 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 410|MAC171|ASUSTEK COMPUTER INC               |10G212620004010  |   10,000.000 |09/11/2023|RES 62 OHM 1/16W (0402) 5%              |271B|Reschedule out (11/01/23)|                       |USD  |      0.000210 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 420|MAC171|ASUSTEK COMPUTER INC               |10G213000003010  |   10,000.000 |09/11/2023|RES 0 OHM 1/10W (0603) JUMP             |271B|Cancel process           |                       |USD  |      0.000410 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 430|MAC171|ASUSTEK COMPUTER INC               |10G21310R013020  |    5,000.000 |09/11/2023|RES 10 OHM 1 10W 0603 1% RALEC RTT031   |271B|Reschedule out (11/01/23)|                       |USD  |      0.000830 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 440|MAC171|ASUSTEK COMPUTER INC               |10G2131R0013011  |    5,000.000 |09/11/2023|RES 1 OHM 1/10W (0603)1prc              |271B|Cancel process           |                       |USD  |      0.000550 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 450|MAC171|ASUSTEK COMPUTER INC               |10G213225003010  |    5,000.000 |09/11/2023|RES 2.2M OHM 1/10W(0603)5%//TA-I/RM06JTN|271B|Reschedule out (10/01/23)|                       |USD  |      0.001200 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 460|MAC171|ASUSTEK COMPUTER INC               |10G2132R2003010  |    5,000.000 |09/11/2023|RES 2.2 OHM 1/10W(0603)5%               |271B|Reschedule out (10/01/23)|                       |USD  |      0.000460 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 470|MAC171|ASUSTEK COMPUTER INC               |10G2134R7003010  |    5,000.000 |09/11/2023|RES 4.7 OHM 1 10W 0603 5%               |271B|Cancel process           |                       |USD  |      0.000450 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 480|MAC171|ASUSTEK COMPUTER INC               |10G2162R2001010  |    5,000.000 |09/11/2023|RES 2.2 OHM 1/4W(1206)5%//TA-I/RM12JTN2R|271B|Reschedule out (11/01/23)|                       |USD  |      0.001390 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 490|MAC171|ASUSTEK COMPUTER INC               |10G21DR01015010  |    4,000.000 |09/11/2023|RES 10m OHM 1W (1508) 1%//TA-I/RLN37FECR|271B|Reschedule out (10/01/23)|                       |USD  |      0.017900 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 500|MAC171|ASUSTEK COMPUTER INC               |10G302222004020  |   10,000.000 |09/11/2023|RES A 2.2K OHM 1/16W(0402)2R4P//RALEC/RT|271B|Reschedule out (10/01/23)|                       |USD  |      0.001570 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 510|MAC171|ASUSTEK COMPUTER INC               |10G302472004010  |   10,000.000 |09/11/2023|RES A4.7K OHM(0402) 5% 2R4P             |271B|Reschedule in (08/01/23) |                       |USD  |      0.001800 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 520|MAC171|ASUSTEK COMPUTER INC               |10G303000004020  |    5,000.000 |09/11/2023|RES A 0 OHM (0603) JUMP 2R4P//RALEC/RTA0|271B|Reschedule in (08/15/23) |                       |USD  |      0.002700 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 530|MAC171|ASUSTEK COMPUTER INC               |11203-0087F000   |   10,000.000 |09/11/2023|MLCC 0.1UF/25V (0402) X7R 10%//MURATA/GR|271B|                         |                       |USD  |      0.001100 |EA  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 540|MAC171|ASUSTEK COMPUTER INC               |11203-01763000   |   10,000.000 |09/11/2023|MLCC 0.22UF/25V (0402) X7R W05          |271B|Reschedule out (11/01/23)|                       |USD  |      0.029000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 550|MAC171|ASUSTEK COMPUTER INC               |11206-0023F100   |    3,000.000 |09/11/2023|MLCC 10UF/25V (0805) X6S 10%            |271B|Reschedule out (10/01/23)|                       |USD  |      0.020500 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 560|MAC171|ASUSTEK COMPUTER INC               |11G231210415320  |   15,000.000 |09/11/2023|MLCC 100NF/6.3V (0201) X5R 10%//MURAT   |271B|Reschedule out (10/01/23)|                       |USD  |      0.000390 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 570|MAC171|ASUSTEK COMPUTER INC               |11G231210525150  |   30,000.000 |09/11/2023|MLCC 1UF/6.3V (0201) X5R 20PRC          |271B|Reschedule out (11/01/23)|                       |USD  |      0.000870 |EA  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 580|MAC171|ASUSTEK COMPUTER INC               |11G232010104070  |   10,000.000 |09/11/2023|MLCC 100PF/50V (0402) NPO 5%            |271B|Reschedule out (11/01/23)|                       |USD  |      0.000440 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 590|MAC171|ASUSTEK COMPUTER INC               |11G232110214390  |   10,000.000 |09/11/2023|MLCC 1000PF/50V (0402) X7R 10%          |271B|Reschedule out (12/01/23)|                       |USD  |      0.000400 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 600|MAC171|ASUSTEK COMPUTER INC               |11G232110314070  |   10,000.000 |09/11/2023|MLCC 0.01UF/50V (0402) X7R 10%          |271B|Cancel process           |                       |USD  |      0.000400 |PC  |    0.000 |   |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 610|MAC171|ASUSTEK COMPUTER INC               |11G232210515320  |   50,000.000 |09/11/2023|MLCC 1UF/6.3V (0402) X5R 10%            |271B|Reschedule out (10/01/23)|                       |USD  |      0.000840 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 620|MAC171|ASUSTEK COMPUTER INC               |11G232210625320  |   40,000.000 |09/11/2023|MLCC 10UF/6.3V (0402) X5R 20%           |271B|Reschedule out (10/01/23)|                       |USD  |      0.004000 |EA  |    0.000 |   |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 630|MAC171|ASUSTEK COMPUTER INC               |11G232222525320  |   10,000.000 |09/11/2023|MLCC 2.2UF/6.3V (0402) X5R 20%          |271B|Reschedule in (08/01/23) |                       |USD  |      0.001330 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 640|MAC171|ASUSTEK COMPUTER INC               |11G232247525360  |   10,000.000 |09/11/2023|MLCC 4.7UF/6.3V (0402) X5R 20%          |271B|Reschedule out (11/01/23)|                       |USD  |      0.002230 |EA  |    0.000 |   |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 650|MAC171|ASUSTEK COMPUTER INC               |11G233210512320  |    8,000.000 |09/11/2023|MLCC 1UF/25V (0603) X5R 10%//MURATA/GRM1|271B|Reschedule out (10/01/23)|                       |USD  |      0.003650 |EA  |    0.000 |   |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 660|MAC171|ASUSTEK COMPUTER INC               |11G233210625320  |   20,000.000 |09/11/2023|MLCC 10UF/6.3V (0603)X5R 20%            |271B|Reschedule out (10/01/23)|                       |USD  |      0.002890 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 670|MAC171|ASUSTEK COMPUTER INC               |11G233222511320  |    4,000.000 |09/11/2023|MLCC 2.2UF/16V(0603)X5R 10%             |271B|Cancel process           |                       |USD  |      0.002840 |EA  |    0.000 |   |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 680|MAC171|ASUSTEK COMPUTER INC               |11G233222625320  |   20,000.000 |09/11/2023|MLCC 22uF/6.3V 0603 X5R 20%             |271B|Reschedule out (10/01/23)|                       |USD  |      0.004800 |EA  |    0.000 |   |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 690|MAC171|ASUSTEK COMPUTER INC               |11G233247515320  |    8,000.000 |09/11/2023|MLCC 4.7UF/6.3V(0603)X5R 10%            |271B|Reschedule out (10/01/23)|                       |USD  |      0.002850 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 700|MAC171|ASUSTEK COMPUTER INC               |11G235210612320  |    9,000.000 |09/11/2023|MLCC 10UF/25V (0805) X5R 10%//MURATA/GRM|271B|Reschedule out (10/01/23)|                       |USD  |      0.007810 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 710|MAC171|ASUSTEK COMPUTER INC               |11G235222625320  |    4,000.000 |09/11/2023|MLCC 22UF 6.3V 0805 X5R 20% MURATA GR   |271B|Reschedule out (10/01/23)|                       |USD  |      0.006170 |EA  |    0.000 |B  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 720|MAC171|ASUSTEK COMPUTER INC               |12013-00155000   |    1,100.000 |09/11/2023|USB3.0 CON 9P -0.44CH REV SUNK          |271B|Reschedule out (11/01/23)|                       |USD  |      0.194000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 730|MAC171|ASUSTEK COMPUTER INC               |12017-00080400   |    2,000.000 |09/11/2023|WtoB CON 8P 1.5MM 2.3H R/A SMT//TARNG YU|271B|Reschedule out (12/01/23)|                       |USD  |      0.154500 |EA  |    0.000 |C  |77 |          | 0 | 0 |06/26/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 740|MAC171|ASUSTEK COMPUTER INC               |12018-00082900   |    6,000.000 |09/11/2023|FPC CON 4P 0.5 1H R/A SMT               |271B|Cancel process           |                       |USD  |      0.047860 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
|4800019311| 750|MAC171|ASUSTEK COMPUTER INC               |12018-00381600   |    2,000.000 |09/11/2023|FPC CON 30P 0.8 1.75H R/A SMT           |271B|Cancel process           |                       |USD  |      0.092000 |PC  |    0.000 |   |27 |          | 0 | 0 |08/15/2023|P11|Julia Lorencini  |                                        |         |07/20/2023|          |          |    0.000 |       |          |         |WA        |Waiting Acknowledgment|
